# frame times for dvs-video.avi
# frame# time(s)
0	  0.020561
1	  0.030561
2	  0.040561
3	  0.050561
4	  0.060561
5	  0.070561
6	  0.080561
7	  0.090561
8	  0.100561
9	  0.110561
10	  0.120561
11	  0.130561
12	  0.140561
13	  0.150561
14	  0.160561
15	  0.170561
16	  0.180561
17	  0.190561
18	  0.200561
19	  0.210561
20	  0.220561
21	  0.230561
22	  0.240561
23	  0.250561
24	  0.260561
25	  0.270561
26	  0.280561
27	  0.290561
28	  0.300561
29	  0.310561
30	  0.320561
31	  0.330561
32	  0.340561
33	  0.350561
34	  0.360561
35	  0.370561
36	  0.380561
37	  0.390561
38	  0.400561
39	  0.410561
40	  0.420561
41	  0.430561
42	  0.440561
43	  0.450561
44	  0.460561
45	  0.470561
46	  0.480561
47	  0.490561
48	  0.500561
49	  0.510561
50	  0.520561
51	  0.530561
52	  0.540561
53	  0.550561
54	  0.560561
55	  0.570561
56	  0.580561
57	  0.590561
58	  0.600561
59	  0.610561
60	  0.620561
61	  0.630561
62	  0.640561
63	  0.650561
64	  0.660561
65	  0.670561
66	  0.680561
67	  0.690561
68	  0.700561
69	  0.710561
70	  0.720561
71	  0.730561
72	  0.740561
73	  0.750561
74	  0.760561
75	  0.770561
76	  0.780561
77	  0.790561
78	  0.800561
79	  0.810561
80	  0.820561
81	  0.830561
82	  0.840561
83	  0.850561
84	  0.860561
85	  0.870561
86	  0.880561
87	  0.890561
88	  0.900561
89	  0.910561
90	  0.920561
91	  0.930561
92	  0.940561
93	  0.950561
94	  0.960561
95	  0.970561
96	  0.980561
97	  0.990561
98	  1.000561
99	  1.010561
100	  1.020561
101	  1.030561
102	  1.040561
103	  1.050561
104	  1.060561
105	  1.070561
106	  1.080561
107	  1.090561
108	  1.100561
109	  1.110561
110	  1.120561
111	  1.130561
112	  1.140561
113	  1.150561
114	  1.160561
115	  1.170561
116	  1.180561
117	  1.190561
118	  1.200561
119	  1.210561
120	  1.220561
121	  1.230561
122	  1.240561
123	  1.250561
124	  1.260561
125	  1.270561
126	  1.280561
127	  1.290561
128	  1.300561
129	  1.310561
130	  1.320561
131	  1.330561
132	  1.340561
133	  1.350561
134	  1.360561
135	  1.370561
136	  1.380561
137	  1.390561
138	  1.400561
139	  1.410561
140	  1.420561
141	  1.430561
142	  1.440561
143	  1.450561
144	  1.460561
145	  1.470561
146	  1.480561
147	  1.490561
148	  1.500561
149	  1.510561
150	  1.520561
151	  1.530561
152	  1.540561
153	  1.550561
154	  1.560561
155	  1.570561
156	  1.580561
157	  1.590561
158	  1.600561
159	  1.610561
160	  1.620561
161	  1.630561
162	  1.640561
163	  1.650561
164	  1.660561
165	  1.670561
166	  1.680561
167	  1.690561
168	  1.700561
169	  1.710561
170	  1.720561
171	  1.730561
172	  1.740561
173	  1.750561
174	  1.760561
175	  1.770561
176	  1.780561
177	  1.790561
178	  1.800561
179	  1.810561
180	  1.820561
181	  1.830561
182	  1.840561
183	  1.850561
184	  1.860561
185	  1.870561
186	  1.880561
187	  1.890561
188	  1.900561
189	  1.910561
190	  1.920561
191	  1.930561
192	  1.940561
193	  1.950561
194	  1.960561
195	  1.970561
196	  1.980561
197	  1.990561
198	  2.000561
199	  2.010561
200	  2.020561
201	  2.030561
202	  2.040561
203	  2.050561
204	  2.060561
205	  2.070561
206	  2.080561
207	  2.090561
208	  2.100561
209	  2.110561
210	  2.120561
211	  2.130561
212	  2.140561
213	  2.150561
214	  2.160561
215	  2.170561
216	  2.180561
217	  2.190561
218	  2.200561
219	  2.210561
220	  2.220561
221	  2.230561
222	  2.240561
223	  2.250561
224	  2.260561
225	  2.270561
226	  2.280561
227	  2.290561
228	  2.300561
229	  2.310561
230	  2.320561
231	  2.330561
232	  2.340561
233	  2.350561
234	  2.360561
235	  2.370561
236	  2.380561
237	  2.390561
238	  2.400561
239	  2.410561
240	  2.420561
241	  2.430561
242	  2.440561
243	  2.450561
244	  2.460561
245	  2.470561
246	  2.480561
247	  2.490561
248	  2.500561
249	  2.510561
250	  2.520561
251	  2.530561
252	  2.540561
253	  2.550561
254	  2.560561
255	  2.570561
256	  2.580561
257	  2.590561
258	  2.600561
259	  2.610561
260	  2.620561
261	  2.630561
262	  2.640561
263	  2.650561
264	  2.660561
265	  2.670561
266	  2.680561
267	  2.690561
268	  2.700561
269	  2.710561
270	  2.720561
271	  2.730561
272	  2.740561
273	  2.750561
274	  2.760561
275	  2.770561
276	  2.780561
277	  2.790561
278	  2.800561
279	  2.810561
280	  2.820561
281	  2.830561
282	  2.840561
283	  2.850561
284	  2.860561
285	  2.870561
286	  2.880561
287	  2.890561
288	  2.900561
289	  2.910561
290	  2.920561
291	  2.930561
292	  2.940561
293	  2.950561
294	  2.960561
295	  2.970561
